Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I3243,I3243,TDPAD-03,bone,2019,OlaldeScience2019,Context: Archaeological - Period,4300,87,2500-2200 BCE,..,Spain_C_oSteppe,"Asturias, Soto de las Regueras, Cueva de la Paloma",Spain,43.41022,-5.98496,Repulldown on 3.2M snpset,1240K,3,0.033027,38092,20309,M,n/a (no relatives detected),..,..,2.878267,U5a1a2b,"[0.781,0.937]",..,..,"ds.half,ds.half,ds.half","S3243.E1.L2,S3243.E1.L4,S3243.E1.L5",QUESTIONABLE,"mtcontam=[0.781,0.937]"
I0581_d,I0581,"MIR5, MIR6 | MIR-6",tooth,2015,MathiesonNature2015,Direct: IntCal20,4746,64,"2900-2675 calBCE (4210±30 BP, Beta-416455)",..,Spain_C,"Burgos, Atapuerca, El Mirador Cave",Spain,42.33333333,-3.5,Repulldown on 3.2M snpset,1240K,2,0.158,302969,220356,M,n/a (no relatives detected),..,..,..,X2b,..,..,0.489,"ds.half,ds.half","S0581.E1.L1,S0582.E1.L1",PASS,..
I3276,I3276,"LHUE2010.11, AH11J-2095 | AH11J-2095",tooth,2017,LipsonNature2017,Direct: IntCal20,4955,68,"3096-2913 calBCE (4390±30 BP, Beta-301225)",..,Spain_C,"Basque Country, Alava, Alto de la Huesera",Spain,42.57,-2.57,Repulldown on 3.2M snpset,1240K,3,5.359,711562,388536,M,"Spain, Basque Country, Alava, Alto de la Huesera Family A (3 members) (I15368-I3276 have a mother-son relationship; I15369 is a 2nd or 3rd degree relative of I15368 and I3276)",..,G2a2a,284.099946,V,"[0.989,0.999]",..,..,"ds.half,ds.half","S3276.E1.L1,S5837.E1.L1,S5837.E1.L1",PASS,..
I8155,I8155,11832,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,4650,115,2900-2500 BCE,..,Spain_C_lc,"Andalusia, Córdoba, Lucena, Sima del Ángel",Spain,37.24,-4.24,Repulldown on 3.2M snpset,1240K,1,0.008319,9464,5350,F,n/a (no relatives detected),n/a (female),n/a (female),6.37,H4a1a,"[0.971,0.987]",0.03,0.012,ds.half,S8155.E1.L1,PASS,damage.ds.half=0.03
I8157,I8157,11800,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,4650,115,2900-2500 BCE,..,Spain_C_lc,"Andalusia, Córdoba, Lucena, Sima del Ángel",Spain,37.24,-4.24,Repulldown on 3.2M snpset,1240K,1,0.003058,3522,1922,M,n/a (no relatives detected),..,..,20.3,HV0+195,"[0.976,0.999]",0.06,0.442,ds.half,S8157.E1.L1,QUESTIONABLE,2500.to.5000.SNPs
I7672,I7672,T-120-1,tooth,2019,OlaldeScience2019,Known: Between conquest of Girona and conquest of Barcelona,1153,7,785-810 CE,..,Spain_Carolingian,"Barcelona, Roda de Ter, L'Esquerda",Spain,41.981377,2.309824,Repulldown on 3.2M snpset,1240K,1,0.049769,57076,30685,M,n/a (no relatives detected),..,..,59.8,T2h,"[0.991,0.999]",0.058,0.428,ds.half,S7672.E1.L1,PASS,..
I7673,I7673,T-120-2,tooth,2019,OlaldeScience2019,Known: Between conquest of Girona and conquest of Barcelona,1153,7,785-810 CE,..,Spain_Carolingian,"Barcelona, Roda de Ter, L'Esquerda",Spain,41.981377,2.309824,Repulldown on 3.2M snpset,1240K,1,0.310387,297440,160637,F,n/a (no relatives detected),n/a (female),n/a (female),50.7,W1+119,"[0.994,1.000]",0.068,0.01,ds.half,S7673.E1.L1,PASS,..
I7674,I7674,T-143,tooth,2019,OlaldeScience2019,Known: Between conquest of Girona and conquest of Barcelona,1153,7,785-810 CE,..,Spain_Carolingian,"Barcelona, Roda de Ter, L'Esquerda",Spain,41.981377,2.309824,Repulldown on 3.2M snpset,1240K,1,0.023678,27625,14946,F,n/a (no relatives detected),n/a (female),n/a (female),69.9,H42,"[0.997,1.000]",0.077,0.019,ds.half,S7674.E1.L1,PASS,..
I7675,I7675,T-149,tooth,2019,OlaldeScience2019,Known: Between conquest of Girona and conquest of Barcelona,1153,7,785-810 CE,..,Spain_Carolingian,"Barcelona, Roda de Ter, L'Esquerda",Spain,41.981377,2.309824,Repulldown on 3.2M snpset,1240K,1,0.11291,123204,66411,M,n/a (no relatives detected),..,..,214,U3a1,"[0.998,1.000]",0.043,0.448,ds.half,S7675.E1.L1,PASS,damage.ds.half=0.043
I7676,I7676,T-191,tooth,2019,OlaldeScience2019,Known: Between conquest of Girona and conquest of Barcelona,1153,7,785-810 CE,..,Spain_Carolingian,"Barcelona, Roda de Ter, L'Esquerda",Spain,41.981377,2.309824,Repulldown on 3.2M snpset,1240K,1,0.062348,70637,38141,F,n/a (no relatives detected),n/a (female),n/a (female),27.1,U5a1c,"[0.992,1.000]",0.064,0.007,ds.half,S7676.E1.L1,PASS,..
I12809,I12809,"TE'15 BO 1257-56, Tumba 5 (Bonete)",tooth,2019,OlaldeScience2019,Context: Archaeological - Period,3775,32,1880-1770 BCE,..,Spain_EBA,"Ciudad Real, Terrinches, Castillejo del Bonete",Spain,38.5781,-2.8417,Repulldown on 3.2M snpset,1240K,1,0.04597,52677,28105,M,n/a (no relatives detected),..,..,14.28,H1j,"[0.974,0.998]",0.097,0.405,ds.half,S12809.E1.L1,PASS,..
I12855,I12855,TE'17 BO UF73 (castillejo bonete),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,3775,32,1880-1770 BCE,..,Spain_EBA,"Ciudad Real, Terrinches, Castillejo del Bonete",Spain,38.5781,-2.8417,Repulldown on 3.2M snpset,1240K,1,0.020366,23892,12798,M,n/a (no relatives detected),..,..,29.65,K1a+195,"[0.987,1.000]",0.107,0.379,ds.half,S12855.E1.L1,PASS,..
I1310,I1310,E-459_No148,tooth,2019,OlaldeScience2019,"Context: Date(s) on the layer of 1936-1621 calBCE (3465±60 BP, UBAR-697), 1867-1518 calBCE (3370±50 BP, UBAR-670), 1738-1451 calBCE (3305±55 BP, UBAR-671), and 1875-1513 calBCE (3380±60 BP, UBAR-672) calibrated by IntCal20",3650,173,2000-1400 BCE,..,Spain_EBA,"Barcelona, Sabadell, Can Roquetes",Spain,41.5373,2.1329,Repulldown on 3.2M snpset,1240K,1,0.539,413918,222730,F,n/a (no relatives detected),n/a (female),n/a (female),63.6,U5b1c,"[0.980,0.993]",0.134,0.01,ds.half,S1310.E1.L1,PASS,..
I1836,I1836,CG-13-Ind2,tooth,2019,OlaldeScience2019,Direct: IntCal20,3527,45,"1684-1503 calBCE (3310±35 BP, Poz-83482)",..,Spain_EBA,"Sitges, Barcelona, Cova del Gegant",Spain,41.223,1.7742,Repulldown on 3.2M snpset,1240K,1,0.316,285025,153274,M,n/a (no relatives detected),..,..,45.7,U,"[0.945,0.970]",0.065,0.441,ds.half,S1836.E1.L1,PASS,"mtcontam=[0.945,0.97]"
I1840,I1840,ES.2/4-1,tooth,2019,OlaldeScience2019,Direct: IntCal20,3475,42,"1613-1450 calBCE (3260±30 BP, Beta-299302)",..,Spain_EBA,"Basque Country, Araba/Álava, Laguardia, El Sotillo",Spain,42.57,-2.62,Repulldown on 3.2M snpset,1240K,1,0.988,649557,348951,M,n/a (no relatives detected),..,..,489,H3ap,"[0.993,0.999]",0.048,0.418,ds.half,S1840.E1.L1,PASS,damage.ds.half=0.048
I1977,I1977,ES.2/4-4,tooth,2019,OlaldeScience2019,Direct: IntCal20,3475,42,"1613-1450 calBCE (3260±30 BP, Beta-299312)",..,Spain_EBA,"Basque Country, Araba/Álava, Laguardia, El Sotillo",Spain,42.57,-2.62,Repulldown on 3.2M snpset,1240K,1,0.106,116516,63430,F,n/a (no relatives detected),n/a (female),n/a (female),266,U5b1+16189+@16192,"[0.990,0.997]",0.067,0.011,ds.half,S1977.E1.L1,PASS,..
I1982,I1982,Ondarre,petrous,2019,OlaldeScience2019,Direct: IntCal20,3558,51,"1735-1532 calBCE (3340±30 BP, Beta-350136)",..,Spain_EBA,Ondarre,Spain,42.9933,-2.11339,Repulldown on 3.2M snpset,1240K,1,0.013496,15751,8432,F,n/a (no relatives detected),n/a (female),n/a (female),3.06,X2,"[0.847,0.927]",0.045,0.008,ds.half,S1982.E1.L2,QUESTIONABLE,"PC.outlier, damage.ss.half=0.045, mtcontam=[0.847,0.927]"
I2471,I2471,ES.3/4 - 2,tooth,2019,OlaldeScience2019,Direct: IntCal20,3500,39,"1620-1462 calBCE (3280±30 BP, Beta-299311)",..,Spain_EBA,"Basque Country, Araba/Álava, Laguardia, El Sotillo",Spain,42.57,-2.62,Repulldown on 3.2M snpset,1240K,3,0.194826,197375,106046,F,n/a (no relatives detected),n/a (female),n/a (female),29.909288,K1b1a,"[0.971,0.993]",..,..,"ds.half,ds.half,ds.half","S2471.E1.L1,S2471.E1.L1,S2471.E1.L3",PASS,..
I3484,I3484,TEBO'04 Tumba 4 Ind 1 (Tumba 4 Ind 2),tooth,2019,OlaldeScience2019,Direct: IntCal20,4074,107,"2343-1905 calBCE (3720±70 BP, Rome-1687)",..,Spain_EBA,"Ciudad Real, Terrinches, Castillejo del Bonete",Spain,38.5781,-2.8417,Repulldown on 3.2M snpset,1240K,1,0.061054,68715,36659,M,n/a (no relatives detected),..,..,18.2,J1c1,"[0.986,1.000]",0.093,0.426,ds.half,S3484.E1.L2,PASS,..
I3485,I3485,TEBO'04 Tumba 4 Ind 2 (Tumba 4 Ind 1),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,4050,115,2300-1900 BCE,..,Spain_EBA,"Ciudad Real, Terrinches, Castillejo del Bonete",Spain,38.5781,-2.8417,Repulldown on 3.2M snpset,1240K,1,0.608,459520,248416,F,n/a (no relatives detected),n/a (female),n/a (female),96.5,K1a4a1,"[0.992,0.999]",0.169,0.012,ds.half,S3485.E1.L1,PASS,..
I3486,I3486,S-EVA 26078,tooth,2019,OlaldeScience2019,Context: Date(s) from same site (I3487),3575,72,1750-1500 BCE,..,Spain_EBA,"Valencian Community, Alacant/Alicante, Villena, Cabezo Redondo",Spain,38.6314,-0.8615,Repulldown on 3.2M snpset,1240K,1,0.039,45185,24413,M,n/a (no relatives detected),..,..,558,H1q,"[0.993,0.999]",0.056,0.394,ds.half,S3486.E1.L1,PASS,..
I3487,I3487,S-EVA 26688,tooth,2019,OlaldeScience2019,Direct: IntCal20,3603,41,"1739-1546 calBCE (3365±20 BP, PSUAMS-2161)",..,Spain_EBA,"Valencian Community, Alacant/Alicante, Villena, Cabezo Redondo",Spain,38.6314,-0.8615,Repulldown on 3.2M snpset,1240K,1,0.077,86401,46339,M,n/a (no relatives detected),..,..,136,H1e1a,"[0.996,1.000]",0.055,0.423,ds.half,S3487.E1.L1,PASS,..
I3488,I3488,S-EVA 22926,tooth,2019,OlaldeScience2019,Context: Date(s) from same site (I3487),3575,72,1750-1500 BCE,..,Spain_EBA,"Valencian Community, Alacant/Alicante, Villena, Cabezo Redondo",Spain,38.6314,-0.8615,Repulldown on 3.2M snpset,1240K,1,0.072,80761,44262,M,n/a (no relatives detected),..,..,1430,HV0+195,"[0.997,1.000]",0.059,0.424,ds.half,S3488.E1.L1,PASS,..
I3490,I3490,S-EVA 9674,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,3450,202,1850-1150 BCE,..,Spain_EBA,"Burgos, La Horra",Spain,41.7412,-3.8744,Repulldown on 3.2M snpset,1240K,1,0.21,211552,114538,F,n/a (no relatives detected),n/a (female),n/a (female),462,HV0b,"[0.995,1.000]",0.114,0.02,ds.half,S3490.E1.L1,PASS,..
I3491,I3491,S-EVA 26054,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,3450,202,1850-1150 BCE,..,Spain_EBA,"Castilla y León, Valladolid, Fuente la Mora",Spain,41.6565,-4.6695,Repulldown on 3.2M snpset,1240K,1,0.081,90365,48920,F,n/a (no relatives detected),n/a (female),n/a (female),130,T2b,"[0.997,1.000]",0.083,0.006,ds.half,S3491.E1.L1,PASS,..
I3492,I3492,S-EVA 26043,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,3450,202,1850-1150 BCE,..,Spain_EBA,"Salamanca, Aldeaseca de la Frontera, Tordillos",Spain,40.8586,-5.3518,Repulldown on 3.2M snpset,1240K,4,0.123808,135450,73515,M,n/a (no relatives detected),..,..,101.134106,U5b1+16189,"[0.995,1]",..,..,"ds.half,ds.half,ds.half,ds.half","S3492.E1.L1,S3492.E1.L2,S3492.E1.L3,S3492.E1.L4",PASS,..
I3494,I3494,"CF-1, Craneo-1",tooth,2019,OlaldeScience2019,Direct: IntCal20,3781,50,"1928-1747 calBCE (3515±30 BP, CNA-1661.1.1)",..,Spain_EBA,"Valencian Community, València/Valencia, La Font de la Figuera, Coveta del Frare",Spain,38.8494,-0.87138,Repulldown on 3.2M snpset,1240K,1,1.423,685643,371442,M,n/a (no relatives detected),..,..,641,J1c1b,"[0.990,0.997]",0.051,0.425,ds.half,S3494.E1.L1,PASS,"Xcontam=[0.005,0.015]"
I3756,I3756,"TEBO'03, D8 UE12; Tumba 1",tooth,2019,OlaldeScience2019,Direct: IntCal20,3860,48,"2017-1778 calBCE (3565±25 BP, PSUAMS-2077)",..,Spain_EBA,"Ciudad Real, Terrinches, Castillejo del Bonete",Spain,38.5781,-2.8417,Repulldown on 3.2M snpset,1240K,1,0.978,593319,320338,M,n/a (no relatives detected),..,..,264,H1,"[0.979,0.990]",0.085,0.43,ds.half,S3756.E1.L1,PASS,..
I3997,I3997,LLBE-30593,tooth,2019,OlaldeScience2019,Direct: IntCal20,3642,66,"1874-1544 calBCE (3400±40 BP, Beta-195318)",..,Spain_EBA,"Valencia, Paterna, Lloma de Betxí",Spain,39.526799,-0.509749,Repulldown on 3.2M snpset,1240K,4,2.473003,957491,505765,M,n/a (no relatives detected),..,..,158.361518,K1a2b,"[0.984,0.996]",..,..,"ds.half,ds.half,ds.half,ds.half","S3997.E1.L3,S3997.E1.L4,S3997.E1.L5,S3997.E1.L6",PASS,"Xcontam=[0.005,0.016]"
I4559,I4559,GC.2.127.n147,tooth,2019,OlaldeScience2019 (the correct coverage is shown here but is underreported in Table S1 of the publication),Context: Archaeological - Period,3550,58,1700-1500 BCE,..,Spain_EBA,"Tarragona, Galls Carboners",Spain,41.2916,1.0638,Repulldown on 3.2M snpset,1240K,3,0.389425,351777,188961,M,n/a (no relatives detected),..,..,663.095419,J1c1,"[0.99,1]",..,..,"ds.half,ds.half,ds.half","S4559.E1.L1,S4559.E1.L2,S4559.E1.L3",PASS,..
I4560,I4560,GC.2.132.n152,tooth,2019,OlaldeScience2019 (the correct coverage is shown here but is underreported in Table S1 of the publication),Context: Archaeological - Period,3550,58,1700-1500 BCE,..,Spain_EBA,"Tarragona, Galls Carboners",Spain,41.2916,1.0638,Repulldown on 3.2M snpset,1240K,3,2.704637,869670,469318,F,"Spain, Tarragona, Galls Carboners Family A (2 members) (I4558-I4560 are 1st degree relatives)",n/a (female),n/a (female),580.573903,K1a3a,"[0.979,0.993]",..,..,"ds.half,ds.half,ds.half","S4560.E1.L1,S4560.E1.L2,S4560.E1.L3",PASS,..
I4561,I4561,GC.2.135.n155,tooth,2019,OlaldeScience2019 (the correct coverage is shown here but is underreported in Table S1 of the publication),Context: Archaeological - Period,3550,58,1700-1500 BCE,..,Spain_EBA,"Tarragona, Galls Carboners",Spain,41.2916,1.0638,Repulldown on 3.2M snpset,1240K,3,2.568995,893679,480744,F,"Spain, Tarragona, Galls Carboners Family B (2 members) (I4561-I4563 are 1st degree relatives)",n/a (female),n/a (female),389.542278,H84,"[0.994,1]",..,..,"ds.half,ds.half,ds.half","S4561.E1.L1,S4561.E1.L2,S4561.E1.L3",PASS,..
I4562,I4562,GC.2.138.n158,tooth,2019,OlaldeScience2019,Direct: IntCal20,3614,37,"1741-1613 calBCE (3375±20 BP, PSUAMS-3191)",..,Spain_EBA,"Tarragona, Galls Carboners",Spain,41.2916,1.0638,Repulldown on 3.2M snpset,1240K,1,2.395,714196,388957,F,n/a (no relatives detected),n/a (female),n/a (female),193,H1,"[0.988,0.995]",0.099,0.012,ds.half,S4562.E1.L1,PASS,..
I6470,I6470,"RISE912 (CGG_2_017835, Virgazal 2)",tooth,2019,OlaldeScience2019,Direct: IntCal20,3609,56,"1746-1540 calBCE (3375±35 BP, Poz-49177)",..,Spain_EBA,"Castilla y León, Ciempozuelos, Burgos, Tablada de Rudrón, Virgazal",Spain,42.725112,-3.84239,Repulldown on 3.2M snpset,1240K,1,1.132,674668,364679,M,n/a (no relatives detected),R-L151 > P312 > DF27 > ZZ12 > Y30817,R1b1a1b1a1a2a (R-DF27),1012.714044,J1c1,"[0.99,1]",..,..,ds.half,S6470.E1.L1,PASS,..
I6618,I6618,"Hume 1A, 443",tooth,2019,OlaldeScience2019,Direct: IntCal20,3735,57,"1880-1691 calBCE (3458±24 BP, MAMS-32475)",..,Spain_EBA,"Madrid, Humanejos",Spain,40.22,-3.76,Repulldown on 3.2M snpset,1240K,1,0.628,483139,259640,M,n/a (no relatives detected),..,..,504.086547,U5b3,"[0.988,0.999]",..,..,ds.half,S6618.E1.L1,PASS,..
I8136,I8136,Cerro de la Virgen-Orce 19,tooth,2019,OlaldeScience2019,Direct: IntCal20,3426,31,"1534-1422 calBCE (3216±33 BP, Ua-39408)",..,Spain_EBA,"Granada, Orce",Spain,37.7263,-2.5141,Repulldown on 3.2M snpset,1240K,1,0.795404,578778,312563,F,n/a (no relatives detected),n/a (female),n/a (female),54.3,K1b1a1,"[0.990,0.998]",0.084,0.012,ds.half,S8136.E1.L1,PASS,..
I8144,I8144,Cerro de la Virgen-Orce 21,tooth,2019,OlaldeScience2019,Direct: IntCal20,3680,66,"1876-1622 calBCE (3426±34 BP, Ua-39403)",..,Spain_EBA,"Granada, Orce",Spain,37.7263,-2.5141,Repulldown on 3.2M snpset,1240K,1,0.095202,105669,56481,F,n/a (no relatives detected),n/a (female),n/a (female),21,U5b3f,"[0.972,0.993]",0.091,0.01,ds.half,S8144.E1.L1,PASS,..
VAD001,VAD001,E45,tooth,2019,OlaldeScience2019,Direct: IntCal20,3641,59,"1872-1547 calBCE (3400±35 BP, Ua-36345)",..,Spain_EBA,"La Rioja, Hervías, Valdescusa",Spain,42.44,-2.8867,Repulldown on 3.2M snpset,1240K,1,1.022477,560204,307594,M,n/a (no relatives detected),..,..,..,U5b1,..,..,..,ds.half,VAD001.A0201,PASS,..
VAD002,VAD002,E47,tooth,2019,OlaldeScience2019,"Context: Date(s) from same site (VAD001, VAD005) and a layer date of 1687-1517 calBCE (3330±30 BP, Beta-479536) calibrated as IntCal20",3650,115,1900-1500 BCE,..,Spain_EBA,"La Rioja, Hervías, Valdescusa",Spain,42.44,-2.8867,Repulldown on 3.2M snpset,1240K,1,0.104743,94921,51704,M,n/a (no relatives detected),..,..,..,J2b1a2,..,..,..,ds.half,VAD002.A0201,PASS,..
VAD003,VAD003,E69,tooth,2019,OlaldeScience2019,"Context: Date(s) from same site (VAD001, VAD005) and a layer date of 1687-1517 calBCE (3330±30 BP, Beta-479536) calibrated as IntCal20",3650,115,1900-1500 BCE,..,Spain_EBA,"La Rioja, Hervías, Valdescusa",Spain,42.44,-2.8867,Repulldown on 3.2M snpset,1240K,1,0.038698,33906,18239,F,n/a (no relatives detected),n/a (female),n/a (female),..,HV0,..,..,..,ds.half,VAD003.A0201,PASS,..
VAD004,VAD004,E74,tooth,2019,OlaldeScience2019,"Context: Date(s) from same site (VAD001, VAD005) and a layer date of 2456-1313 calBCE (3479±209 BP, MADN-6392) calibrated as IntCal20",3650,115,1900-1500 BCE,..,Spain_EBA,"La Rioja, Hervías, Valdescusa",Spain,42.44,-2.8867,Repulldown on 3.2M snpset,1240K,1,0.319468,276491,151706,M,n/a (no relatives detected),..,..,..,J1c3,..,..,..,ds.half,VAD004.A0201,PASS,..
VAD005,VAD005,E77,tooth,2019,OlaldeScience2019,Direct: IntCal20,3590,53,"1740-1539 calBCE (3360±30 BP, Beta-479535)",..,Spain_EBA,"La Rioja, Hervías, Valdescusa",Spain,42.44,-2.8867,Repulldown on 3.2M snpset,1240K,1,0.562692,386287,211587,M,n/a (no relatives detected),..,..,..,J2b1a2,..,..,..,ds.half,VAD005.A0201,PASS,..
I4558,I4558,GC.2.126.n146,tooth,2019,OlaldeScience2019 (the correct coverage is shown here but is underreported in Table S1 of the publication),Context: Archaeological - Period,3550,58,1700-1500 BCE,..,Spain_EBA_oNorthEurope_1d.rel.I4560,"Tarragona, Galls Carboners",Spain,41.2916,1.0638,Repulldown on 3.2M snpset,1240K,3,1.036773,634105,344024,F,"Spain, Tarragona, Galls Carboners Family A (2 members) (I4558-I4560 are 1st degree relatives)",n/a (female),n/a (female),462.172189,K1a3a,"[0.934,0.962]",..,..,"ds.half,ds.half,ds.half","S4558.E1.L1,S4558.E1.L2,S4558.E1.L3",QUESTIONABLE,"popgen.suggestion.of.African.contamination, mtcontam=[0.934,0.962]"
I4563,I4563,GC.2.149.n169 | GC.2.150.n170,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,3550,58,1700-1500 BCE,..,Spain_EBA_1d.rel.I4561,"Tarragona, Galls Carboners",Spain,41.2916,1.0638,Repulldown on 3.2M snpset,1240K,2,0.52,412902,222449,M,"Spain, Tarragona, Galls Carboners Family B (2 members) (I4561-I4563 are 1st degree relatives)",..,..,310.434003,H84,"[0.994,1]",..,..,"ds.half,ds.half","S4563.E1.L1,S4564.E1.L1",PASS,..
I7162,I7162,LM-16-Sep1,tooth,2019,OlaldeScience2019,Direct: IntCal20; R_combine,3760,42,"1881-1744 calBCE (3483±17 BP) [R_combine: (3524±30 BP, CNA4237.1.1); (3465±20 BP, PSUAMS-4262)]",..,Spain_EBA_Africa,"Andalusia, Cádiz, Chiclana de la Frontera, Loma del Puerco",Spain,36.391401,-6.168503,Repulldown on 3.2M snpset,1240K,1,0.393572,362253,193062,F,n/a (no relatives detected),n/a (female),n/a (female),27.5,T2e,"[0.992,1.000]",0.084,0.012,ds.half,S7162.E1.L1,PASS,..
I1311,I1311,E-498; No617,tooth,2019,OlaldeScience2019,"Context: Date(s) on the layer of 1936-1621 calBCE (3465±60 BP, UBAR-697), 1867-1518 calBCE (3370±50 BP, UBAR-670), 1738-1451 calBCE (3305±55 BP, UBAR-671), and 1875-1513 calBCE (3380±60 BP, UBAR-672) calibrated by IntCal20",3650,173,2000-1400 BCE,..,Spain_EBA_lc,"Barcelona, Sabadell, Can Roquetes",Spain,41.5373,2.1329,Repulldown on 3.2M snpset,1240K,1,0.004527,5340,2808,F,n/a (no relatives detected),n/a (female),n/a (female),33.8,J2b1a,"[0.990,0.999]",0.091,0.038,ds.half,S1311.E1.L2,QUESTIONABLE,sexratio=0.038
I12171,I12171,"S-EVA17201, ROD.03/25; UE 1457 Tibia",bone (long bone),2019,PattersonNature2021 (higher coverage of previously published individual in OlaldeScience2019),Direct: IntCal20,2608,71,"779-549 calBCE (2520±20 BP, PSUAMS-9549)",..,Spain_EIA_Tartessian,"Andalusia, Sevilla, Alcalá del Río, La Angorrilla",Spain,37.51833,-5.97833,Repulldown on 3.2M snpset,1240K,3,0.430645,363904,193852,F,n/a (no relatives detected),n/a (female),n/a (female),35.599916,J1c1b,"[0.95,0.981]",0.26,0.010687023,"ds.half,ds.half,ss.half","S12171.E1.L1,S12171.E1.L2,S12171.E1.L3",PASS,..
ElMiron_d,ElMiron,ElMiron,bone (phalanx),2016,FuNature2016,Direct: IntCal20,18775,39,"16898-16747 calBCE (15460±40 BP, MAMS-14585)",..,Spain_ElMiron,El Miron,Spain,43.26,-3.45,Repulldown on 3.2M snpset,3.7M,3,1.012,627090,385692,F,n/a (no relatives detected),n/a (female),n/a (female),..,U5b,..,..,..,half,"A5268,A5279,A5301",PASS,..
I0409,I0409,Troc1,tooth,2015,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Direct: IntCal20,7210,34,"5312-5212 calBCE (6280±25 BP, MAMS-16159)",..,Spain_EN,Els Trocs,Spain,42.5,0.5,Repulldown on 3.2M snpset,1240K,2,0.686,500042,291835,F,n/a (no relatives detected),n/a (female),n/a (female),521.130123,J1c3,"[0.99,0.999]",..,..,"ds.plus,ds.plus","S0490.L1,S1235.L1",PASS,..
I0410,I0410,Troc3,tooth,2015,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Direct: IntCal20,7106,66,"5298-5057 calBCE (6217±25 BP, MAMS-16161)",..,Spain_EN,Els Trocs,Spain,42.5,0.5,Repulldown on 3.2M snpset,1240K,1,1.305,556645,381403,M,"Spain, Els Trocs Family A (3 members) (I0410-I0411 have a father-son relationship, but the order is unknown; I0413 is a 2nd or 3rd relative of I0410 and I0411)",..,R1b1a ,353.211902,T2c1d+152,"[0.992,1]",..,..,ds.plus,S0491.L1,PASS,..
I0412,I0412,Troc5,tooth,2015,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Direct: IntCal20,7177,66,"5309-5073 calBCE (6249±28 BP, MAMS-16164)",..,Spain_EN,Els Trocs,Spain,42.5,0.5,1240K pulldown padded to 3.2M snpset,1240K,3,13.785,962669,544210,M,n/a (no relatives detected),..,..,831.404551,N1a1a1,"[0.982,0.997]",..,..,"ds.plus,ds.half,ds.half","S0493.L1,S0664.L1,S0665.L1",PASS,Xcontam=0.005
I0413,I0413,Troc7,tooth,2015,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Direct: IntCal20,7143,75,"5304-5065 calBCE (6234±28 BP, MAMS-16166)",..,Spain_EN,Els Trocs,Spain,42.5,0.5,Repulldown on 3.2M snpset,1240K,1,1.572,702605,436696,F,"Spain, Els Trocs Family A (3 members) (I0410-I0411 have a father-son relationship, but the order is unknown; I0413 is a 2nd or 3rd relative of I0410 and I0411)",n/a (female),n/a (female),596.214738,V,"[0.977,0.995]",..,..,ds.plus,S0494.L1,PASS,..
